Ulasan_Mentah;processed_text;hasil_validator
Beberapa hari yang lalu beli handphone di sini. Pelayanannya bagus. Dari awal masuk store, dilayani dengan ramah. Di sini karyawannya informatif dari mulai harga dan spek dikasih tau dengan friendly sekali. Harga produk di sini juga lumayan murah ketimbang di stores lain. Waktu itu juga stok warna handphone yang aku pengen ga ada di store, tapi karyawannya bersedia ngambil stok di store tiga putra lainthank you;beberapa hari yang lalu beli handphone di sini pelayananya bagus dari awal masuk store layan dengan ramah di sini karyawanya informatif dari mulai harga dan spek kasih tau dengan friendly sekali harga produk di sini juga lumayan murah ketimbang di stores lain waktu itu juga stok warna handphone yang aku pengin enggak ada di store tapi karyawanya sedia ngambil stok di store tiga putra lainthank you;positive
Ramah sekali ..pelayanan baguss;ramah sekali layan bagus;positive
Mbak selesnya ramah, menerangkan semua tentang spesifik hape Oppo dengan sangat jelas, tempatnya jg nyaman & menerapkan standar protokol kesehatan covid. Harga hapenya jg terbilang lebih murah dibanding yg lain. Hwaiting Kamsahamnida;mbak les ramah terang semua tentang spesifik hape opo dengan sangat jelas tempat juga nyaman terap standar protokol sehat covid harga hapenya juga bilang lebih murah banding yang lain hwaiting kamsahamnida;positive
Friendly staff and very helpful. Thanks for your services.;friendly staf and very helpful thanks for your services;positive
Very pleasant, very helpful staff and so friendly;very pleasant very helpful staf and sok friendly;neutral
Pelayanan ok.. Barang juga ok... Harga ok juga;layan ok barang juga ok harga ok juga;positive
Lokasinya nyaman, pelayanannya juga ramah, informasi yang di berikan terkait kelebihan dan kekurangan gadget juga detail, tempat parkiran luas, banyak pilihan merk gadget dari yang termurah sampai termahal, harga gadget di tiga putra relatif murah di banding toko lain..Di jamiiinnn..;lokasi nyaman pelayananya juga ramah informasi yang di ikan kait lebih dan kurang gadget juga detail tempat parkir luas banyak pilih merk gadget dari yang murah sampai mahal harga gadget di tiga putra relatif murah di banding toko lain di jamin;positive
Karyawan store samsungnya ramah. Thanks mb lia dan rekan2. Nyaman tempatnya;karyawan store samsungnya ramah thanks mbak lia dan rekan nyaman tempat;positive
Pelayanan sangat baik, tempatnya juga bersih tertata rapi.;layan sangat baik tempat juga bersih tata rapi;positive
Pelayanannya bagus banget... Suka deh belanja di tiga putra;pelayananya bagus banget suka deh belanja di tiga putra;neutral
Pelayanan ramah, harganya lumayan miring dan masnya menjelaskan tentang spesifikasinya juga cukup detail dan jelas;layan ramah harga lumayan miring dan mas jelas tentang spesifikasi juga cukup detail dan jelas;positive
Pelayanannya ramah dan patut diacungi pelayanan bintang 5 :);pelayananya ramah dan patut acung layan bintang;positive
Pelayanan nya ramah dan orang nya juga sopan.. Saya puas banget dengan pelayanan nya..;layan nya ramah dan orang nya juga sopan saya puas banget dengan layan nya;positive
Harganya lumayan miring , Pelayanan ramah , pengecek an barang detail , pegawai cekatan , Lengkap juga pilihan hpnya .. Sama banyak tester hp2 tertentu jadi customer bisa membedakan Qualitasnya .. Cuma Realme aja kemarin yg gaada kak jadi Gak bisa lihat2 kameranya .. Intinya Smua perfect Apalagi sama pelayanannya Bagusss ✨;harga lumayan miring layan ramah ecek an barang detail pegawai cekat lengkap juga pilih hpnya sama banyak tester hp tentu jadi customer bisa beda qualitasnya cuma realme saja kemarin yang enggak ada kak jadi enggak bisa lihat kamera inti semua perfect apalagi sama pelayananya bagus;positive
Pelayananya cukup baik dan memuaskan.. Semoga makin banyak diskonya;pelayananya cukup baik dan muas moga makin banyak disko;positive
Pelayanan ramah, ga pelit info stock, cepet tanggap :);layan ramah enggak pelit info stock cepat tangap;positive
Pelayanan nya ramah, memuaskan, enak d ajak konsultasi, sabar ngasih saran nya,, seluruh keluarga, percaya beli di tiga putra kawi,;layan nya ramah muas enak di ajak konsultasi sabar asih saran nya seluruh keluarga percaya beli di tiga putra kawi;positive
Selama saya beli disini sangat memuaskan;lama saya beli sini sangat muas;positive
Pelayanannya bagus.harganya lebih murah.udh itu aja;pelayananya bagus harga lebih murah sudah itu saja;positive
Pelayanan bagus, ramah, tempat bersih dan strategis;layan bagus ramah tempat bersih dan strategis;neutral
Pelayanannya sangat memuaskan .;pelayananya sangat muas;positive
Seller ramah dan tempat nyaman.;seler ramah dan tempat nyaman;positive
dari dulu Tiga Putra pelayanannya always TOP, ramah, eh min banyakin dunk asesoris HP nya.;dari dulu tiga putra pelayananya always top ramah eh min banyak dong asesoris hp nya;positive
Sy puas blnj di tiga putra, smg kedepannya smkn sukses, untuk pelayanannya ramah & tempatnya nyaman;saya puas blnj di tiga putra moga depa smkn sukses untuk pelayananya ramah tempat nyaman;positive
tempat nyaman..pelayanan cepat n ramah..servis sales yg OK banget.;tempat nyaman layan cepat ramah servis sales yang ok banget;positive
Pelayanan memuaskan,... harga berani bersaing,... kualitas tetap terjaga... Terima kasih;layan muas harga berani saing kualitas tetap jaga terima kasih;positive
Tempatnya bagus dan nyaman, tidak berdesakan sehingga lebih leluasa dan bisa jaga jarak, parkir sangat luas, pelayanan pegawai sangat baik, produk lengkap..;tempat bagus dan nyaman tidak desa sehinga lebih leluasa dan bisa jaga jarak parkir sangat luas layan pegawai sangat baik produk lengkap;positive
Pelayanan Bagus;layan bagus;neutral
Puas banget belanja di tiga putra... Tempatnya nyaman, pelayanannya ramah dan baik bgt, harganya juga ter the best Thanks tiga putra, rekomended bgt;puas banget belanja di tiga putra tempat nyaman pelayananya ramah dan baik banget harga juga ter the best thanks tiga putra rekomended banget;positive
Beli hp di Tiga Putra selalu kebagian stock walaupun itu dimana dimana lagi ghoib. Pelayanannya juga mantap dan harganya pasti lebih murah;beli hp di tiga putra selalu bagi stock walaupun itu mana mana lagi ghoib pelayananya juga mantap dan harga pasti lebih murah;positive
Mantap servicenya;mantap servicenya;positive
Recommended Store HP;recomended store hp;neutral
Pelayananya bagus...pegawainya ramah...hrg luamayan murah di banding toko lain...sering2 kasi promo y..sukses trus deh buat tiga putra;pelayananya bagus pegawai ramah hrg luamayan murah di banding toko lain sering kasih promo ya sukses terus deh buat tiga putra;positive
Salesnya di Tiga Putra baik dan ramah Tempatnya bagus, barangnya oke dan harganya terjangkau, pelayanan cepat;salesnya di tiga putra baik dan ramah tempat bagus barang oke dan harga jangkau layan cepat;positive
Pelayananx sngat memuaskan n karyawan x ramah2..;pelayananx sngat muas karyawan kali ramah;positive
Tempatnya luas dan bersih, pelayanannya cepat dan ramah;tempat luas dan bersih pelayananya cepat dan ramah;positive
Pelayanan ramah, jelas dan cepat. Tempat nyaman dan rapi;layan ramah jelas dan cepat tempat nyaman dan rapi;positive
Sales are very kind,friendly,and polite The goods are very very good and very very satisfying❤❤❤❤❤❤❤❤❤❤❤❤❤❤;sales are very kind friendly and polite the goods are very very good and very very satisfying;positive
Puas bnget pkek hp baru ini karena spek nya yg sangat memenuhi kebutuhan saya dan kebetulan wrnanya jg pas bnget fav sya dan pelayanannya juga sangat memuaskan bngt .... dan hargnya jg grosir bngett lohhh .. recomend bngt bli di tiga putra itu heheh;puas banget pakai hp baru ini karena spek nya yang sangat penuh butuh saya dan betul wrnanya juga pas banget favorit saya dan pelayananya juga sangat muas banget dan hargnya juga grosir banget loh recomend banget beli di tiga putra itu heheh;positive
Bagus sih, tapi sempet kosong untuk HP yang ingin di beli. Pelayanan juga ramah.;bagus sih tapi sempat kosong untuk hp yang ingin di beli layan juga ramah;negative
Pelayanan service nya baik dan ramah, barangnya juga bagus serta tidak ada kendala.;layan service nya baik dan ramah barang juga bagus serta tidak ada kendala;positive
Hp yg dicari lengkap mulai harga ratusan ribu smpe puluhan juta. Mas dan mbak nya juga ramah2;hp yang cari lengkap mulai harga ratus ribu sampai puluh juta mas dan mbak nya juga ramah;positive
Tempatnya nyaman, cocok buat cari hp baru;tempat nyaman cocok buat cari hp baru;positive
Pelayanan responsif barang original;layan responsif barang original;positive
Tempat favorit kalo beli HP di Kota Malang Tempatnya luas banget, parkir mobil gratis pelayanannya super gercep Tips nya, kalo mau beli hp, tentukan dulu range budget harganya berapa yang dimau, terus pas nyampe tiga putra tinggal bilang aja berapa budgetnya, nanti bakal dikasi banyak pilihan beserta kelebihan dan kekurangan setiap merek yg ada di sana Enak kan? Pelayanannya juga oke banget, cepet, harga juga passs, pokoknya no tipu tipu lah yaaaaa Pilihan variasi brandnya juga banyaaakk Cussss laah ada garansi jugaaaa;tempat favorit kalo beli hp di kota malang tempat luas banget parkir mobil gratis pelayananya super gercep tips nya kalo mau beli hp tentu dulu range budget harga berapa yang mau terus pas sampai tiga putra tinggal bilang saja berapa budgetnya nanti bakal kasi banyak pilih serta lebih dan kurang tiap merek yang ada di sana enak kan pelayananya juga oke banget cepat harga juga pas pokok no tipu tipu lah ya pilih variasi brandnya juga banyak cus laah ada garansi juga;positive
Pelayanan ramah dan jelas terkait fitur smartphone, tempat juga asik, parkir luas dan gratis;layan ramah dan jelas kait fitur smartphone tempat juga asik parkir luas dan gratis;positive
"Sangat menyesal beli hp didua putra..bru beli belum aq pake 2 hari ..dicek disana ngak ada kesalahan..aq bawa pulang aq taruh lemari aq hidupin keluar garis garis..layar kedip2..aq bawa ke toko dua putra lagi dikawi aq coba tanyakan disuruh bawa ke mog ..yg saya sesalkan itu hp baru masak mau di servis dibongkar...kan baru bisakan diganti hp baru,,jadi pelangan senang..sangat menyesal saya sebagai custamer ..krna saya jauh jauh dri desa cma pengen buat anak baggia belikan hp baru buat sekolah meski promo ..krna promo itulah saya tertarik...tapi itu hp udah aq buang dijln buat apa jga hp baru tapi rusak..barang rusak jangan dijual..buat direktur dua putra mohon maaf kata2 saya seperti ini krna saya sangat kecewa...sangat kecewa// .....### maaf bosku data ku lengkap..klau mau bantu knapa ngak pas aq disana pas aq bawa hpnya..knap bru sekarang di jawap...knapa waktu disana jawapanya seperti itu..seharusnya kan langsung ditangani..hp jga kondisi utuh...krna sjrng hpnya sudah aq lempar dijalan tinggal dusboknya aja dirmh krna kesal buat apa jga aq bilang..aq jga sempat di wa..tapi di wa..masak tulisanya ."".apa maksudnya "" ..kata2nya gak sepatuutnya.buat apa jga aq balas...buat saya uang itu berharga meski sedikit..krna saya carinya jga susah ...";sangat sesal beli hp dua putra baru beli belum aku pakai hari cek sana enggak ada salah aku bawa pulang aku taruh lemari aku hidupin keluar garis garis layar kedip aku bawa ke toko dua putra lagi kawi aku coba tanya suruh bawa ke mog yang saya sesal itu hp baru masak mau di servis bongkar kan baru bisa ganti hp baru jadi pelang senang sangat sesal saya bagai custamer karena saya jauh jauh dari desa cuma pengin buat anak bagia belikan hp baru buat sekolah meski promo karena promo itu saya tarik tapi itu hp sudah aku buang dijln buat apa juga hp baru tapi rusak barang rusak jangan jual buat direktur dua putra mohon maaf kata saya seperti ini karena saya sangat kecewa sangat kecewa maaf bos data ku lengkap kalau mau bantu knapa enggak pas aku sana pas aku bawa hpnya knap baru sekarang di jawap knapa waktu sana jawapanya seperti itu harus kan langsung tangan hp juga kondisi utuh karena sjrng hpnya sudah aku lempar jalan tinggal dusboknya saja rumah karena kesal buat apa juga aku bilang aku juga sempat di wa tapi di wa masak tulisanya apa maksud kata nya enggak sepatuutnya buat apa juga aku balas buat saya uang itu harga meski sedikit karena saya cari juga susah;negative
Sangat mengecewakan pelayananya;sangat kecewa pelayananya;negative
Pelayanannya sangat ramah dan tempat juga nyaman .;pelayananya sangat ramah dan tempat juga nyaman;positive
Good service, fast, friendly, hopefully the customer is satisfied;good service fast friendly hopefuly the customer is satisfied;positive
Pusat penjualan HP , tempat luas bersih dan nyaman, harga bersaing.;pusat jual hp tempat luas bersih dan nyaman harga saing;positive
Promonya mantap;promonya mantap;positive
Service dan pelayanan sales oke banget. Proses cepat.;service dan layan sales oke banget proses cepat;positive
1. sangat puas sama pelayanannya 2. expert sekali ttg product knowledgenya 3. simulasinya juga detail 4. mantapp pokoknya keren tokonya;sangat puas sama pelayananya expert sekali tg product knowledgenya simulasi juga detail mantap pokok keren toko;positive
Pelayanan cepat ramah harga terjangkau dan nikmati banyak diskon nya, anda takut tidak punya hp baru karna kalah sama kebutuhan, ajukan saja credit di tiga putra bunga rendah dan bergaransi resmi;layan cepat ramah harga jangkau dan nikmat banyak diskon nya anda takut tidak punya hp baru karena kalah sama butuh aju saja credit di tiga putra bunga rendah dan garansi resmi;positive
Saya suka belanja di tiga putra karena yg pertama nyaman tempatnya, kedua costumer nya ramah dan baik bisa membantu segala proses yg dibutuhkan pembeli, dan ketiga harga miring dan semua HP yg mau diinginkan ada disana... Semoga kedepannya lebih baik lagi dan meningkatkan adanya promo menarik lain nya☺☺;saya suka belanja di tiga putra karena yang pertama nyaman tempat dua costumer nya ramah dan baik bisa bantu segala proses yang butuh beli dan tiga harga miring dan semua hp yang mau ingin ada sana moga depa lebih baik lagi dan tingkat ada promo tarik lain nya;positive
Pegawainya ramah2 jadi bikin betah;pegawai ramah jadi bikin betah;neutral
pelayanan nya ramah, teruntuk mba fatma;layan nya ramah untuk mbak fatma;positive
Harga murah se malang raya.. Pegawainya ramah2;harga murah se malang raya pegawai ramah;positive
Kualitas barang oke, Mantapp pelayanan..;kualitas barang oke mantap layan;positive
Harga sangat bersaing, dan ramah Tambah sukses;harga sangat saing dan ramah tambah sukses;positive
Untuk produk yg dijual cukup memuaskan, tp sayang utk servis dari penjual (terutama Mog) sangat mengesalkan, krn setelah transaksi hanya dijelaskan sekilas & sy harus utak atik fitur2 hp sendiri di rumah, jadi mohon diperhatikan utk kepuasan pelanggan, jgn hanya asal jual & target terpenuhi, trmksh. .;untuk produk yang jual cukup muas tapi sayang untuk servis dari jual utama mog sangat kesal karena telah transaksi hanya jelas kilas saya harus utak atik fitur hp sendiri di rumah jadi mohon perhati untuk puas pelang jangan hanya asal jual target penuh trmksh;neutral
top service, super careful people! super recommend;top service super careful people super recomend;positive
Pelayanan sangat bagus tetap jaya dan sukses tiga putra;layan sangat bagus tetap jaya dan sukses tiga putra;positive
